image_id,has_oilpalm,score
img_003952017.jpg,0,1
img_003972017.jpg,0,1
img_003982017.jpg,0,1
img_004012017.jpg,1,1
img_004022017.jpg,0,1
img_004042017.jpg,0,1
img_004052017.jpg,0,1
img_004072017.jpg,0,1
img_004082017.jpg,0,1
img_004092017.jpg,0,1
img_004102017.jpg,0,1
img_004112017.jpg,0,1
img_004122017.jpg,0,1
img_004132017.jpg,0,1
img_004142017.jpg,0,1
img_004152017.jpg,0,1
img_004172017.jpg,0,1
img_004192017.jpg,0,1
img_004202017.jpg,0,1
img_004222017.jpg,1,0.3965
img_004232017.jpg,1,1
img_004242017.jpg,0,1
img_004252017.jpg,0,0.8187
img_004262017.jpg,0,1
img_004272017.jpg,0,1
img_004292017.jpg,0,1
img_004312017.jpg,0,1
img_004322017.jpg,0,1
img_004332017.jpg,0,1
img_004342017.jpg,0,1
img_004352017.jpg,0,0.8075
img_004362017.jpg,0,1
img_004372017.jpg,0,1
img_004392017.jpg,0,1
img_004422017.jpg,0,1
img_004442017.jpg,0,1
img_004452017.jpg,0,1
img_004462017.jpg,0,1
img_004482017.jpg,0,1
img_004492017.jpg,0,1
img_004502017.jpg,0,1
img_004522017.jpg,0,1
img_004532017.jpg,0,1
img_004562017.jpg,0,1
img_004572017.jpg,0,1
img_004582017.jpg,0,1
img_004592017.jpg,0,1
img_004602017.jpg,0,1
img_004612017.jpg,0,1
img_004622017.jpg,0,1
img_004632017.jpg,0,1
img_004642017.jpg,0,1
img_004652017.jpg,0,0.5836
img_004692017.jpg,0,1
img_004702017.jpg,0,0.8053
img_004722017.jpg,1,1
img_004732017.jpg,0,1
img_004752017.jpg,0,1
img_004772017.jpg,1,1
img_004782017.jpg,0,0.6228
img_004792017.jpg,0,1
img_004802017.jpg,0,1
img_004812017.jpg,0,1
img_004822017.jpg,0,1
img_004832017.jpg,0,1
img_004842017.jpg,1,1
img_004852017.jpg,0,1
img_004862017.jpg,0,1
img_004872017.jpg,0,1
img_004892017.jpg,0,1
img_004902017.jpg,0,0.8033
img_004922017.jpg,0,1
img_004932017.jpg,0,1
img_004942017.jpg,0,1
img_004952017.jpg,0,0.6023
img_004962017.jpg,0,1
img_004972017.jpg,0,1
img_004992017.jpg,0,0.7917
img_005002017.jpg,0,1
img_005012017.jpg,0,1
img_005022017.jpg,0,1
img_005032017.jpg,0,1
img_005042017.jpg,1,1
img_005052017.jpg,0,1
img_005072017.jpg,0,1
img_005082017.jpg,0,1
img_005112017.jpg,0,1
img_005122017.jpg,0,1
img_005142017.jpg,0,1
img_005152017.jpg,0,1
img_005162017.jpg,0,1
img_005182017.jpg,0,1
img_005192017.jpg,0,1
img_005202017.jpg,0,1
img_005212017.jpg,0,1
img_005232017.jpg,0,0.8008
img_005252017.jpg,0,0.5983
img_005282017.jpg,0,1
img_005292017.jpg,0,0.8099
img_005302017.jpg,0,1
img_005312017.jpg,0,0.6149
img_005322017.jpg,0,0.7912
img_005332017.jpg,0,0.3954
img_005352017.jpg,0,1
img_005372017.jpg,1,1
img_005382017.jpg,0,1
img_005392017.jpg,0,1
img_005402017.jpg,0,0.8008
img_005422017.jpg,0,0.7974
img_005432017.jpg,0,1
img_005442017.jpg,0,1
img_005462017.jpg,1,1
img_005472017.jpg,0,1
img_005482017.jpg,0,1
img_005492017.jpg,1,1
img_005512017.jpg,0,1
img_005522017.jpg,0,0.8325
img_005532017.jpg,0,1
img_005542017.jpg,0,1
img_005562017.jpg,0,1
img_005592017.jpg,0,1
img_005632017.jpg,1,0.777
img_005642017.jpg,0,1
img_005662017.jpg,0,1
img_005672017.jpg,0,1
img_005702017.jpg,0,1
img_005712017.jpg,0,1
img_005722017.jpg,0,1
img_005732017.jpg,0,1
img_005742017.jpg,0,1
img_005752017.jpg,0,1
img_005762017.jpg,0,0.4178
img_005782017.jpg,0,1
img_005802017.jpg,0,1
img_005812017.jpg,0,1
img_005822017.jpg,0,1
img_005832017.jpg,0,1
img_005842017.jpg,0,0.8303
img_005852017.jpg,0,1
img_005882017.jpg,0,1
img_005892017.jpg,0,1
img_005902017.jpg,1,0.8179
img_005922017.jpg,0,0.4153
img_005942017.jpg,0,1
img_005952017.jpg,0,1
img_005972017.jpg,0,1
img_005982017.jpg,0,1
img_006012017.jpg,0,1
img_006022017.jpg,1,0.4142
img_006032017.jpg,0,1
img_006042017.jpg,0,0.7864
img_006052017.jpg,0,1
img_006062017.jpg,0,1
img_006072017.jpg,0,1
img_006082017.jpg,0,0.5979
img_006092017.jpg,0,0.8325
img_006102017.jpg,0,1
img_006112017.jpg,0,1
img_006122017.jpg,0,1
img_006142017.jpg,0,0.6114
img_006152017.jpg,0,0.8171
img_006162017.jpg,1,1
img_006172017.jpg,0,1
img_006192017.jpg,0,1
img_006212017.jpg,0,1
img_006222017.jpg,1,0.7976
img_006232017.jpg,0,1
img_006242017.jpg,0,1
img_006262017.jpg,0,1
img_006282017.jpg,0,1
img_006302017.jpg,0,0.4414
img_006312017.jpg,0,1
img_006322017.jpg,0,1
img_006332017.jpg,0,1
img_006362017.jpg,0,1
img_006372017.jpg,0,1
img_006382017.jpg,0,1
img_006392017.jpg,0,1
img_006402017.jpg,1,1
img_006412017.jpg,0,1
img_006422017.jpg,0,1
img_006432017.jpg,0,1
img_006442017.jpg,0,1
img_006452017.jpg,0,1
img_006472017.jpg,0,0.793
img_006492017.jpg,0,1
img_006502017.jpg,0,1
img_006512017.jpg,0,1
img_006522017.jpg,1,1
img_006532017.jpg,0,1
img_006542017.jpg,0,1
img_006562017.jpg,0,1
img_006572017.jpg,0,0.7917
img_006582017.jpg,0,1
img_006592017.jpg,0,0.8158
img_006602017.jpg,0,0.8141
img_006612017.jpg,0,1
img_006622017.jpg,0,1
img_006642017.jpg,0,1
img_006652017.jpg,0,1
img_006662017.jpg,0,1
img_006672017.jpg,0,1
img_006682017.jpg,0,1
img_006692017.jpg,0,0.7979
img_006702017.jpg,0,1
img_006712017.jpg,0,1
img_006722017.jpg,0,1
img_006732017.jpg,0,1
img_006742017.jpg,0,1
img_006782017.jpg,0,1
img_006792017.jpg,0,0.7979
img_006842017.jpg,0,1
img_006872017.jpg,0,0.5986
img_006882017.jpg,0,0.7959
img_006912017.jpg,0,0.6174
img_006922017.jpg,0,1
img_006932017.jpg,0,0.5951
img_006942017.jpg,1,1
img_006962017.jpg,0,1
img_006972017.jpg,0,1
img_006982017.jpg,0,1
img_007022017.jpg,0,1
img_007032017.jpg,0,1
img_007042017.jpg,0,1
img_007052017.jpg,0,0.8086
img_007062017.jpg,0,1
img_007072017.jpg,0,1
img_007082017.jpg,0,0.7956
img_007092017.jpg,0,1
img_007142017.jpg,0,1
img_007172017.jpg,0,1
img_007182017.jpg,0,1
img_007192017.jpg,0,1
img_007202017.jpg,0,0.8198
img_007212017.jpg,0,1
img_007232017.jpg,0,1
img_007252017.jpg,0,1
img_007262017.jpg,0,1
img_007272017.jpg,0,1
img_007282017.jpg,0,1
img_007292017.jpg,0,1
img_007302017.jpg,0,1
img_007312017.jpg,0,1
img_007332017.jpg,0,1
img_007352017.jpg,0,1
img_007362017.jpg,1,1
img_007372017.jpg,0,0.7787
img_007382017.jpg,0,1
img_007392017.jpg,0,1
img_007412017.jpg,0,1
img_007422017.jpg,0,1
img_007432017.jpg,0,1
img_007442017.jpg,0,1
img_007462017.jpg,0,1
img_007472017.jpg,0,1
img_007502017.jpg,0,1
img_007512017.jpg,0,1
img_007522017.jpg,0,1
img_007592017.jpg,0,1
img_007632017.jpg,0,1
img_007652017.jpg,0,1
img_007662017.jpg,0,1
img_007672017.jpg,0,1
img_007702017.jpg,0,0.7968
img_007712017.jpg,0,1
img_007752017.jpg,0,1
img_007772017.jpg,0,1
img_007792017.jpg,0,1
img_007812017.jpg,0,1
img_007832017.jpg,0,0.5852
img_007862017.jpg,0,1
img_007872017.jpg,0,1
img_007882017.jpg,0,0.4481
img_007892017.jpg,0,1
img_007902017.jpg,0,1
img_007922017.jpg,0,1
img_007932017.jpg,0,1
img_007942017.jpg,0,1
img_007952017.jpg,0,1
img_007962017.jpg,0,0.8275
img_007972017.jpg,0,1
img_008012017.jpg,0,1
img_008022017.jpg,0,0.8431
img_008042017.jpg,0,1
img_008052017.jpg,0,1
img_008082017.jpg,0,1
img_008102017.jpg,0,1
img_008112017.jpg,0,1
img_008132017.jpg,1,1
img_008142017.jpg,0,1
img_008152017.jpg,0,1
img_008162017.jpg,0,1
img_008172017.jpg,0,0.7934
img_008182017.jpg,0,1
img_008192017.jpg,0,1
img_008202017.jpg,0,1
img_008212017.jpg,0,0.8164
img_008222017.jpg,1,0.8005
img_008242017.jpg,0,1
img_008252017.jpg,0,1
img_008262017.jpg,0,1
img_008272017.jpg,0,1
img_008282017.jpg,0,1
img_008292017.jpg,0,0.8163
img_008302017.jpg,0,1
img_008312017.jpg,0,0.8143
img_008322017.jpg,0,1
img_008332017.jpg,1,1
img_008352017.jpg,0,1
img_008362017.jpg,0,1
img_008382017.jpg,0,1
img_008392017.jpg,0,1
img_008402017.jpg,0,1
img_008412017.jpg,0,1
img_008432017.jpg,0,1
img_008442017.jpg,0,1
img_008452017.jpg,0,1
img_008462017.jpg,0,1
img_008472017.jpg,1,1
img_008482017.jpg,0,0.8025
img_008492017.jpg,0,1
img_008512017.jpg,0,1
img_008522017.jpg,0,0.8262
img_008532017.jpg,0,0.7853
img_008542017.jpg,0,1
img_008552017.jpg,0,1
img_008562017.jpg,0,0.8413
img_008572017.jpg,0,1
img_008582017.jpg,0,1
img_008592017.jpg,0,1
img_008602017.jpg,0,1
img_008612017.jpg,0,1
img_008632017.jpg,0,1
img_008642017.jpg,0,1
img_008652017.jpg,0,1
img_008662017.jpg,0,0.8137
img_008672017.jpg,0,1
img_008682017.jpg,0,1
img_008702017.jpg,0,1
img_008712017.jpg,0,1
img_008732017.jpg,0,1
img_008742017.jpg,0,1
img_008752017.jpg,0,1
img_008762017.jpg,0,1
img_008772017.jpg,0,1
img_008782017.jpg,0,1
img_008802017.jpg,1,1
img_008812017.jpg,0,1
img_008822017.jpg,0,1
img_008832017.jpg,0,1
img_008842017.jpg,0,1
img_008852017.jpg,1,0.5903
img_008862017.jpg,0,1
img_008872017.jpg,0,0.6039
img_008892017.jpg,0,1
img_008902017.jpg,0,0.6184
img_008912017.jpg,0,1
img_008922017.jpg,0,1
img_008942017.jpg,0,1
img_008952017.jpg,0,0.7765
img_008962017.jpg,0,1
img_008972017.jpg,0,1
img_008992017.jpg,0,0.8002
img_009002017.jpg,0,0.7842
img_009032017.jpg,0,1
img_009042017.jpg,0,0.8294
img_009052017.jpg,0,0.6103
img_009072017.jpg,0,1
img_009092017.jpg,0,0.7917
img_009102017.jpg,0,1
img_009112017.jpg,0,1
img_009122017.jpg,0,1
img_009132017.jpg,0,1
img_009142017.jpg,0,0.6288
img_009152017.jpg,0,1
img_009162017.jpg,0,1
img_009172017.jpg,0,1
img_009182017.jpg,0,0.8058
img_009192017.jpg,0,1
img_009222017.jpg,0,1
img_009232017.jpg,0,1
img_009262017.jpg,0,1
img_009272017.jpg,0,1
img_009282017.jpg,1,0.6266
img_009292017.jpg,0,0.8387
img_009302017.jpg,0,1
img_009312017.jpg,0,1
img_009322017.jpg,0,0.8163
img_009332017.jpg,0,1
img_009342017.jpg,0,1
img_009352017.jpg,0,1
img_009362017.jpg,0,0.8172
img_009372017.jpg,0,0.6227
img_009382017.jpg,0,1
img_009402017.jpg,0,1
img_009412017.jpg,0,1
img_009422017.jpg,0,1
img_009452017.jpg,0,1
img_009462017.jpg,0,1
img_009472017.jpg,0,1
img_009502017.jpg,0,1
img_009512017.jpg,0,1
img_009522017.jpg,0,1
img_009532017.jpg,0,0.8183
img_009542017.jpg,0,0.8385
img_009552017.jpg,0,0.8411
img_009562017.jpg,0,0.8382
img_009582017.jpg,0,1
img_009602017.jpg,0,1
img_009612017.jpg,0,1
img_009652017.jpg,0,0.5814
img_009662017.jpg,0,1
img_009672017.jpg,0,1
img_009682017.jpg,0,1
img_009692017.jpg,0,1
img_009712017.jpg,0,0.8404
img_009722017.jpg,0,1
img_009742017.jpg,0,1
img_009752017.jpg,0,1
img_009772017.jpg,0,0.7981
img_009782017.jpg,0,1
img_009792017.jpg,0,0.8282
img_009802017.jpg,0,0.7818
img_009812017.jpg,0,1
img_009832017.jpg,0,1
img_009862017.jpg,0,1
img_009872017.jpg,0,1
img_009892017.jpg,0,1
img_009902017.jpg,0,1
img_009912017.jpg,1,0.4062
img_009932017.jpg,0,1
img_009942017.jpg,0,1
img_009952017.jpg,0,0.8142
img_009962017.jpg,0,1
img_009972017.jpg,0,1
img_009992017.jpg,0,1
img_010002017.jpg,0,1
img_010012017.jpg,0,1
img_010022017.jpg,0,1
img_010042017.jpg,0,0.8193
img_010062017.jpg,0,1
img_010072017.jpg,0,1
img_010082017.jpg,0,0.7862
img_010102017.jpg,0,1
img_010112017.jpg,0,1
img_010132017.jpg,0,0.8125
img_010142017.jpg,0,0.8169
img_010152017.jpg,0,1
img_010162017.jpg,0,1
img_010172017.jpg,0,1
img_010182017.jpg,0,1
img_010192017.jpg,0,1
img_010212017.jpg,1,1
img_010222017.jpg,0,0.5949
img_010242017.jpg,0,1
img_010252017.jpg,0,1
img_010282017.jpg,0,1
img_010292017.jpg,0,1
img_010302017.jpg,0,1
img_010312017.jpg,0,1
img_010342017.jpg,0,1
img_010352017.jpg,0,1
img_010362017.jpg,0,1
img_010382017.jpg,0,1
img_010392017.jpg,0,0.4018
img_010402017.jpg,0,1
img_010412017.jpg,0,1
img_010422017.jpg,0,1
img_010432017.jpg,0,1
img_010452017.jpg,0,1
img_010472017.jpg,0,1
img_010482017.jpg,0,0.8201
img_010492017.jpg,0,0.8011
img_010522017.jpg,0,1
img_010532017.jpg,0,1
img_010542017.jpg,0,1
img_010562017.jpg,0,1
img_010572017.jpg,1,1
img_010582017.jpg,0,1
img_010592017.jpg,0,1
img_010602017.jpg,0,1
img_010612017.jpg,0,0.7775
img_010622017.jpg,1,0.6043
img_010632017.jpg,0,1
img_010642017.jpg,0,1
img_010672017.jpg,0,1
img_010682017.jpg,0,1
img_010692017.jpg,0,0.8041
img_010702017.jpg,0,1
img_010722017.jpg,0,1
img_010742017.jpg,0,1
img_010772017.jpg,0,1
img_010792017.jpg,0,1
img_010812017.jpg,0,1
img_010832017.jpg,0,1
img_010842017.jpg,0,0.8069
img_010852017.jpg,0,1
img_010862017.jpg,0,1
img_010872017.jpg,0,1
img_010882017.jpg,0,1
img_010892017.jpg,0,1
img_010912017.jpg,0,1
img_010922017.jpg,0,1
img_010942017.jpg,0,0.8033
img_010952017.jpg,0,1
img_010962017.jpg,0,1
img_010982017.jpg,1,1
img_010992017.jpg,0,0.6136
img_011002017.jpg,0,1
img_011022017.jpg,0,1
img_011032017.jpg,0,0.7959
img_011062017.jpg,0,1
img_011072017.jpg,0,1
img_011082017.jpg,0,1
img_011092017.jpg,0,1
img_011112017.jpg,0,1
img_011132017.jpg,0,0.7765
img_011142017.jpg,0,1
img_011162017.jpg,0,1
img_011172017.jpg,0,1
img_011182017.jpg,0,1
img_011192017.jpg,0,1
img_011202017.jpg,0,1
img_011212017.jpg,0,1
img_011232017.jpg,0,1
img_011262017.jpg,0,1
img_011272017.jpg,0,1
img_011282017.jpg,0,1
img_011302017.jpg,0,1
img_011322017.jpg,0,0.8007
img_011332017.jpg,0,1
img_011342017.jpg,0,1
img_011352017.jpg,0,1
img_011362017.jpg,0,1
img_011372017.jpg,0,1
img_011382017.jpg,0,1
img_011392017.jpg,0,1
img_011422017.jpg,0,1
img_011432017.jpg,0,0.8296
img_011462017.jpg,0,1
img_011472017.jpg,0,1
img_011482017.jpg,0,1
img_011502017.jpg,0,1
img_011522017.jpg,0,1
img_011552017.jpg,0,0.8417
img_011562017.jpg,0,0.8109
img_011572017.jpg,0,0.829
img_011592017.jpg,0,0.5916
img_011602017.jpg,1,1
img_011622017.jpg,0,1
img_011662017.jpg,1,1
img_011672017.jpg,0,1
img_011682017.jpg,0,1
img_011692017.jpg,0,1
img_011702017.jpg,0,1
img_011712017.jpg,0,1
img_011742017.jpg,0,1
img_011752017.jpg,0,1
img_011762017.jpg,0,1
img_011772017.jpg,0,0.611
img_011802017.jpg,0,1
img_011812017.jpg,0,0.7986
img_011822017.jpg,0,1
img_011832017.jpg,0,1
img_011842017.jpg,0,1
img_011852017.jpg,0,1
img_011872017.jpg,0,1
img_011882017.jpg,0,1
img_011892017.jpg,0,0.8106
img_011902017.jpg,0,1
img_011922017.jpg,0,1
img_011942017.jpg,0,1
img_011952017.jpg,0,1
img_011972017.jpg,0,0.5953
img_012012017.jpg,0,1
img_012022017.jpg,0,1
img_012062017.jpg,0,1
img_012082017.jpg,0,1
img_012092017.jpg,0,1
img_012102017.jpg,0,1
img_012112017.jpg,0,1
img_012122017.jpg,0,0.8031
img_012142017.jpg,0,1
img_012162017.jpg,0,1
img_012172017.jpg,0,1
img_012182017.jpg,0,1
img_012192017.jpg,0,1
img_012222017.jpg,0,1
img_012232017.jpg,0,1
img_012262017.jpg,0,1
img_012282017.jpg,0,1
img_012292017.jpg,0,1
img_012302017.jpg,0,1
img_012322017.jpg,0,1
img_012332017.jpg,0,1
img_012352017.jpg,0,1
img_012372017.jpg,0,0.7951
img_012382017.jpg,0,1
img_012392017.jpg,0,1
img_012422017.jpg,0,1
img_012432017.jpg,0,1
img_012442017.jpg,0,0.8365
img_012452017.jpg,0,1
img_012482017.jpg,0,1
img_012492017.jpg,0,1
img_012512017.jpg,1,1
img_012522017.jpg,0,0.8015
img_012532017.jpg,0,1
img_012542017.jpg,0,1
img_012552017.jpg,0,0.8056
img_012592017.jpg,0,0.6178
img_012602017.jpg,0,1
img_012612017.jpg,0,1
img_012632017.jpg,0,1
img_012662017.jpg,0,1
img_012672017.jpg,0,1
img_012682017.jpg,0,1
img_012692017.jpg,0,0.4127
img_012712017.jpg,0,1
img_012722017.jpg,0,1
img_012732017.jpg,0,1
img_012802017.jpg,0,1
img_012812017.jpg,0,1
img_012822017.jpg,0,1
img_012832017.jpg,0,1
img_012842017.jpg,0,1
img_012852017.jpg,0,1
img_012862017.jpg,0,0.5955
img_012902017.jpg,0,1
img_012912017.jpg,0,1
img_012932017.jpg,0,1
img_012942017.jpg,0,1
img_012972017.jpg,1,1
img_012982017.jpg,0,1
img_012992017.jpg,0,1
img_013002017.jpg,0,1
img_013022017.jpg,0,0.7823
img_013042017.jpg,0,1
img_013052017.jpg,1,1
img_013062017.jpg,0,1
img_013072017.jpg,0,1
img_013092017.jpg,0,1
img_013112017.jpg,0,1
img_013122017.jpg,1,1
img_013132017.jpg,0,0.6241
img_013142017.jpg,0,1
img_013152017.jpg,1,1
img_013162017.jpg,0,1
img_013172017.jpg,0,1
img_013182017.jpg,1,1
img_013192017.jpg,0,1
img_013232017.jpg,0,1
img_013242017.jpg,0,1
img_013252017.jpg,0,1
img_013262017.jpg,0,1
img_013272017.jpg,0,1
img_013292017.jpg,0,1
img_013302017.jpg,0,1
img_013312017.jpg,1,1
img_013322017.jpg,0,1
img_013332017.jpg,0,0.816
img_013342017.jpg,1,1
img_013362017.jpg,0,1
img_013382017.jpg,0,1
img_013392017.jpg,0,1
img_013412017.jpg,0,0.4221
img_013442017.jpg,0,1
img_013452017.jpg,0,0.8002
img_013462017.jpg,0,1
img_013472017.jpg,0,1
img_013492017.jpg,0,1
img_013502017.jpg,0,1
img_013522017.jpg,0,1
img_013532017.jpg,1,1
img_013542017.jpg,0,1
img_013552017.jpg,0,0.8398
img_013582017.jpg,0,1
img_013592017.jpg,0,1
img_013602017.jpg,0,1
img_013632017.jpg,0,1
img_013652017.jpg,0,1
img_013662017.jpg,0,1
img_013672017.jpg,0,1
img_013682017.jpg,0,0.8018
img_013692017.jpg,1,1
img_013702017.jpg,0,1
img_013732017.jpg,0,0.8041
img_013742017.jpg,0,0.8015
img_013752017.jpg,0,0.5905
img_013762017.jpg,0,0.8383
img_013772017.jpg,0,1
img_013792017.jpg,0,1
img_013802017.jpg,0,1
img_013822017.jpg,0,1
img_013832017.jpg,0,1
img_013842017.jpg,0,1
img_013862017.jpg,0,1
img_013872017.jpg,0,1
img_013882017.jpg,0,1
img_013902017.jpg,0,1
img_013922017.jpg,0,1
img_013932017.jpg,0,1
img_013952017.jpg,0,1
img_013962017.jpg,0,1
img_013972017.jpg,0,1
img_013982017.jpg,0,1
img_014002017.jpg,0,1
img_014012017.jpg,0,1
img_014022017.jpg,0,1
img_014032017.jpg,0,0.5897
